trial_index,audio_filename,condition
35,HDR_long_grammatical/A1A3A2B2B3B1_283.wav,long_grammatical
36,HDR_long_grammatical/A3A2A1B1B2B3_363.wav,long_grammatical
37,HDR_long_grammatical/A1A2A3B3B2B1_33.wav,long_grammatical
38,HDR_long_grammatical/A1A2A3B3B2B1_20.wav,long_grammatical
39,HDR_long_grammatical/A1A3A2B2B3B1_280.wav,long_grammatical
40,HDR_long_grammatical/A2A1A3B3B1B2_220.wav,long_grammatical
41,HDR_long_grammatical/A1A2A3B3B2B1_52.wav,long_grammatical
42,HDR_long_replacement/A1A3A2B2B3B1_31.wav,long_replacement
43,HDR_long_grammatical/A2A1A3B3B1B2_215.wav,long_grammatical
44,HDR_long_concatenation/A3A1A2B2B1B3_19.wav,long_concatenation
45,HDR_long_grammatical/A2A1A3B3B1B2_200.wav,long_grammatical
46,HDR_long_grammatical/A2A3A1B1B3B2_78.wav,long_grammatical
47,HDR_long_grammatical/A3A1A2B2B1B3_190.wav,long_grammatical
48,HDR_long_grammatical/A2A3A1B1B3B2_65.wav,long_grammatical
49,HDR_long_concatenation/A2A3A1B1B3B2_43.wav,long_concatenation
50,HDR_long_grammatical/A3A2A1B1B2B3_359.wav,long_grammatical
51,HDR_long_grammatical/A1A2A3B3B2B1_29.wav,long_grammatical
52,HDR_long_grammatical/A3A1A2B2B1B3_159.wav,long_grammatical
53,HDR_long_replacement/A3A2A1B1B2B3_9.wav,long_replacement
54,HDR_long_grammatical/A3A1A2B2B1B3_150.wav,long_grammatical
55,HDR_long_replacement/A2A1A3B3B1B2_40.wav,long_replacement
56,HDR_long_grammatical/A2A1A3B3B1B2_203.wav,long_grammatical
57,HDR_long_concatenation/A2A3A1B1B3B2_37.wav,long_concatenation
58,HDR_long_grammatical/A1A2A3B3B2B1_58.wav,long_grammatical
59,HDR_long_grammatical/A1A2A3B3B2B1_16.wav,long_grammatical
60,HDR_long_grammatical/A2A1A3B3B1B2_212.wav,long_grammatical
61,HDR_long_grammatical/A2A1A3B3B1B2_205.wav,long_grammatical
62,HDR_long_grammatical/A3A2A1B1B2B3_380.wav,long_grammatical
63,HDR_long_concatenation/A1A3A2B2B3B1_7.wav,long_concatenation
64,HDR_long_grammatical/A3A2A1B1B2B3_354.wav,long_grammatical
65,HDR_long_grammatical/A2A1A3B3B1B2_219.wav,long_grammatical
66,HDR_long_grammatical/A2A1A3B3B1B2_221.wav,long_grammatical
67,HDR_long_grammatical/A1A2A3B3B2B1_8.wav,long_grammatical
68,HDR_long_grammatical/A1A2A3B3B2B1_32.wav,long_grammatical
69,HDR_long_grammatical/A3A1A2B2B1B3_177.wav,long_grammatical
70,HDR_long_grammatical/A2A3A1B1B3B2_115.wav,long_grammatical
71,HDR_long_grammatical/A1A2A3B3B2B1_3.wav,long_grammatical
72,HDR_long_grammatical/A3A2A1B1B2B3_368.wav,long_grammatical
73,HDR_long_grammatical/A2A1A3B3B1B2_213.wav,long_grammatical
74,HDR_long_grammatical/A1A3A2B2B3B1_261.wav,long_grammatical
75,HDR_long_grammatical/A2A1A3B3B1B2_201.wav,long_grammatical
76,HDR_long_replacement/A1A3A2B2B3B1_34.wav,long_replacement
77,HDR_long_grammatical/A1A2A3B3B2B1_19.wav,long_grammatical
78,HDR_long_grammatical/A2A1A3B3B1B2_218.wav,long_grammatical
79,HDR_long_grammatical/A2A3A1B1B3B2_126.wav,long_grammatical
80,HDR_long_grammatical/A2A3A1B1B3B2_73.wav,long_grammatical
81,HDR_long_replacement/A3A1A2B2B1B3_36.wav,long_replacement
82,HDR_long_grammatical/A3A2A1B1B2B3_330.wav,long_grammatical
83,HDR_long_grammatical/A2A3A1B1B3B2_80.wav,long_grammatical
84,HDR_long_grammatical/A2A3A1B1B3B2_83.wav,long_grammatical
85,HDR_long_grammatical/A2A3A1B1B3B2_98.wav,long_grammatical
86,HDR_long_concatenation/A1A3A2B2B3B1_23.wav,long_concatenation
87,HDR_long_concatenation/A1A2A3B3B2B1_14.wav,long_concatenation
88,HDR_long_grammatical/A2A1A3B3B1B2_242.wav,long_grammatical
89,HDR_long_grammatical/A1A3A2B2B3B1_293.wav,long_grammatical
90,HDR_long_grammatical/A1A2A3B3B2B1_6.wav,long_grammatical
91,HDR_long_grammatical/A2A3A1B1B3B2_88.wav,long_grammatical
92,HDR_long_grammatical/A1A2A3B3B2B1_38.wav,long_grammatical
93,HDR_long_grammatical/A3A2A1B1B2B3_334.wav,long_grammatical
94,HDR_long_grammatical/A2A1A3B3B1B2_250.wav,long_grammatical
95,HDR_long_grammatical/A2A1A3B3B1B2_227.wav,long_grammatical
96,HDR_long_grammatical/A2A3A1B1B3B2_120.wav,long_grammatical
97,HDR_long_replacement/A3A2A1B1B2B3_44.wav,long_replacement
98,HDR_long_replacement/A1A3A2B2B3B1_28.wav,long_replacement
99,HDR_long_grammatical/A2A1A3B3B1B2_233.wav,long_grammatical
100,HDR_long_replacement/A3A2A1B1B2B3_5.wav,long_replacement
101,HDR_long_grammatical/A3A1A2B2B1B3_167.wav,long_grammatical
102,HDR_long_grammatical/A1A3A2B2B3B1_286.wav,long_grammatical
103,HDR_long_grammatical/A3A1A2B2B1B3_161.wav,long_grammatical
104,HDR_long_concatenation/A3A1A2B2B1B3_38.wav,long_concatenation
105,HDR_long_grammatical/A3A1A2B2B1B3_160.wav,long_grammatical
106,HDR_long_concatenation/A2A3A1B1B3B2_47.wav,long_concatenation
107,HDR_long_grammatical/A1A3A2B2B3B1_291.wav,long_grammatical
108,HDR_long_grammatical/A2A1A3B3B1B2_195.wav,long_grammatical
109,HDR_long_grammatical/A2A3A1B1B3B2_71.wav,long_grammatical
110,HDR_long_grammatical/A2A3A1B1B3B2_119.wav,long_grammatical
111,HDR_long_concatenation/A3A2A1B1B2B3_18.wav,long_concatenation
112,HDR_long_grammatical/A3A2A1B1B2B3_379.wav,long_grammatical
113,HDR_long_grammatical/A3A2A1B1B2B3_352.wav,long_grammatical
114,HDR_long_grammatical/A3A2A1B1B2B3_382.wav,long_grammatical
115,HDR_long_grammatical/A3A2A1B1B2B3_361.wav,long_grammatical
116,HDR_long_grammatical/A3A1A2B2B1B3_174.wav,long_grammatical
117,HDR_long_grammatical/A2A3A1B1B3B2_112.wav,long_grammatical
118,HDR_long_grammatical/A2A3A1B1B3B2_81.wav,long_grammatical
119,HDR_long_replacement/A1A3A2B2B3B1_30.wav,long_replacement
120,HDR_long_grammatical/A2A1A3B3B1B2_216.wav,long_grammatical
121,HDR_long_grammatical/A1A2A3B3B2B1_37.wav,long_grammatical
122,HDR_long_replacement/A1A2A3B3B2B1_11.wav,long_replacement
123,HDR_long_replacement/A2A1A3B3B1B2_13.wav,long_replacement
124,HDR_long_grammatical/A3A2A1B1B2B3_358.wav,long_grammatical
125,HDR_long_grammatical/A1A3A2B2B3B1_271.wav,long_grammatical
126,HDR_long_grammatical/A2A1A3B3B1B2_230.wav,long_grammatical
127,HDR_long_grammatical/A1A2A3B3B2B1_10.wav,long_grammatical
128,HDR_long_grammatical/A1A2A3B3B2B1_53.wav,long_grammatical
129,HDR_long_concatenation/A2A1A3B3B1B2_8.wav,long_concatenation
130,HDR_long_grammatical/A1A2A3B3B2B1_5.wav,long_grammatical
131,HDR_long_grammatical/A2A1A3B3B1B2_239.wav,long_grammatical
132,HDR_long_grammatical/A1A3A2B2B3B1_260.wav,long_grammatical
133,HDR_long_grammatical/A1A2A3B3B2B1_28.wav,long_grammatical
134,HDR_long_grammatical/A2A1A3B3B1B2_251.wav,long_grammatical
135,HDR_long_grammatical/A1A2A3B3B2B1_22.wav,long_grammatical
136,HDR_long_replacement/A2A1A3B3B1B2_49.wav,long_replacement
137,HDR_long_grammatical/A1A2A3B3B2B1_39.wav,long_grammatical
138,HDR_long_grammatical/A3A1A2B2B1B3_189.wav,long_grammatical
139,HDR_long_concatenation/A2A1A3B3B1B2_27.wav,long_concatenation
140,HDR_long_grammatical/A1A2A3B3B2B1_13.wav,long_grammatical
141,HDR_long_replacement/A3A2A1B1B2B3_45.wav,long_replacement
142,HDR_long_replacement/A2A1A3B3B1B2_12.wav,long_replacement
143,HDR_long_grammatical/A1A2A3B3B2B1_17.wav,long_grammatical
144,HDR_long_grammatical/A3A1A2B2B1B3_179.wav,long_grammatical
145,HDR_long_grammatical/A3A2A1B1B2B3_343.wav,long_grammatical
146,HDR_long_replacement/A2A3A1B1B3B2_48.wav,long_replacement
147,HDR_long_concatenation/A3A1A2B2B1B3_15.wav,long_concatenation
148,HDR_long_grammatical/A1A3A2B2B3B1_317.wav,long_grammatical
149,HDR_long_grammatical/A2A1A3B3B1B2_194.wav,long_grammatical
150,HDR_long_grammatical/A2A1A3B3B1B2_210.wav,long_grammatical
151,HDR_long_concatenation/A2A1A3B3B1B2_24.wav,long_concatenation
152,HDR_long_grammatical/A2A1A3B3B1B2_222.wav,long_grammatical
153,HDR_long_concatenation/A3A1A2B2B1B3_39.wav,long_concatenation
154,HDR_long_grammatical/A3A2A1B1B2B3_342.wav,long_grammatical
155,HDR_long_replacement/A1A3A2B2B3B1_23.wav,long_replacement
156,HDR_long_grammatical/A3A2A1B1B2B3_332.wav,long_grammatical
157,HDR_long_grammatical/A1A2A3B3B2B1_31.wav,long_grammatical
158,HDR_long_concatenation/A1A3A2B2B3B1_49.wav,long_concatenation
159,HDR_long_grammatical/A2A1A3B3B1B2_243.wav,long_grammatical
160,HDR_long_grammatical/A2A3A1B1B3B2_70.wav,long_grammatical
161,HDR_long_grammatical/A1A3A2B2B3B1_270.wav,long_grammatical
162,HDR_long_grammatical/A3A2A1B1B2B3_346.wav,long_grammatical
163,HDR_long_concatenation/A3A1A2B2B1B3_46.wav,long_concatenation
164,HDR_long_grammatical/A1A3A2B2B3B1_277.wav,long_grammatical
165,HDR_long_grammatical/A3A2A1B1B2B3_362.wav,long_grammatical
166,HDR_long_concatenation/A1A3A2B2B3B1_36.wav,long_concatenation
167,HDR_long_grammatical/A2A3A1B1B3B2_106.wav,long_grammatical
168,HDR_long_grammatical/A3A1A2B2B1B3_157.wav,long_grammatical
169,HDR_long_replacement/A1A2A3B3B2B1_20.wav,long_replacement
170,HDR_long_grammatical/A2A3A1B1B3B2_114.wav,long_grammatical
171,HDR_long_grammatical/A2A3A1B1B3B2_123.wav,long_grammatical
172,HDR_long_grammatical/A1A2A3B3B2B1_14.wav,long_grammatical
173,HDR_long_grammatical/A3A2A1B1B2B3_347.wav,long_grammatical
174,HDR_long_grammatical/A1A2A3B3B2B1_15.wav,long_grammatical
175,HDR_long_grammatical/A1A3A2B2B3B1_258.wav,long_grammatical
176,HDR_long_grammatical/A3A1A2B2B1B3_140.wav,long_grammatical
177,HDR_long_grammatical/A2A1A3B3B1B2_208.wav,long_grammatical
178,HDR_long_grammatical/A1A3A2B2B3B1_316.wav,long_grammatical
179,HDR_long_grammatical/A3A2A1B1B2B3_338.wav,long_grammatical
180,HDR_long_grammatical/A3A1A2B2B1B3_143.wav,long_grammatical
181,HDR_long_grammatical/A3A2A1B1B2B3_327.wav,long_grammatical
182,HDR_long_grammatical/A2A3A1B1B3B2_79.wav,long_grammatical
183,HDR_long_grammatical/A1A2A3B3B2B1_7.wav,long_grammatical
184,HDR_long_grammatical/A2A3A1B1B3B2_125.wav,long_grammatical
185,HDR_long_grammatical/A2A3A1B1B3B2_111.wav,long_grammatical
186,HDR_long_grammatical/A1A3A2B2B3B1_278.wav,long_grammatical
187,HDR_long_grammatical/A2A3A1B1B3B2_117.wav,long_grammatical
188,HDR_long_replacement/A1A2A3B3B2B1_43.wav,long_replacement
189,HDR_long_grammatical/A3A2A1B1B2B3_344.wav,long_grammatical
190,HDR_long_grammatical/A1A3A2B2B3B1_292.wav,long_grammatical
191,HDR_long_grammatical/A3A2A1B1B2B3_348.wav,long_grammatical
192,HDR_long_grammatical/A1A3A2B2B3B1_287.wav,long_grammatical
193,HDR_long_grammatical/A2A3A1B1B3B2_99.wav,long_grammatical
194,HDR_long_replacement/A1A3A2B2B3B1_6.wav,long_replacement
195,HDR_long_grammatical/A1A2A3B3B2B1_50.wav,long_grammatical
196,HDR_long_grammatical/A1A3A2B2B3B1_289.wav,long_grammatical
197,HDR_long_concatenation/A1A2A3B3B2B1_26.wav,long_concatenation
198,HDR_long_grammatical/A1A3A2B2B3B1_268.wav,long_grammatical
199,HDR_long_replacement/A2A1A3B3B1B2_19.wav,long_replacement
200,HDR_long_grammatical/A2A3A1B1B3B2_109.wav,long_grammatical
201,HDR_long_grammatical/A2A1A3B3B1B2_198.wav,long_grammatical
202,HDR_long_grammatical/A2A3A1B1B3B2_108.wav,long_grammatical
203,HDR_long_concatenation/A1A3A2B2B3B1_17.wav,long_concatenation
204,HDR_long_grammatical/A1A3A2B2B3B1_294.wav,long_grammatical
205,HDR_long_grammatical/A3A2A1B1B2B3_350.wav,long_grammatical
206,HDR_long_grammatical/A3A2A1B1B2B3_339.wav,long_grammatical
207,HDR_long_grammatical/A3A2A1B1B2B3_323.wav,long_grammatical
208,HDR_long_grammatical/A2A3A1B1B3B2_64.wav,long_grammatical
209,HDR_long_grammatical/A3A1A2B2B1B3_128.wav,long_grammatical
210,HDR_long_grammatical/A1A3A2B2B3B1_257.wav,long_grammatical
211,HDR_long_grammatical/A2A1A3B3B1B2_245.wav,long_grammatical
212,HDR_long_grammatical/A1A2A3B3B2B1_41.wav,long_grammatical
213,HDR_long_grammatical/A1A3A2B2B3B1_285.wav,long_grammatical
214,HDR_long_grammatical/A3A1A2B2B1B3_137.wav,long_grammatical
215,HDR_long_grammatical/A2A3A1B1B3B2_91.wav,long_grammatical
216,HDR_long_grammatical/A1A3A2B2B3B1_264.wav,long_grammatical
217,HDR_long_grammatical/A2A1A3B3B1B2_206.wav,long_grammatical
218,HDR_long_grammatical/A3A1A2B2B1B3_185.wav,long_grammatical
219,HDR_long_replacement/A1A3A2B2B3B1_38.wav,long_replacement
220,HDR_long_concatenation/A2A3A1B1B3B2_22.wav,long_concatenation
221,HDR_long_grammatical/A3A2A1B1B2B3_370.wav,long_grammatical
222,HDR_long_grammatical/A2A3A1B1B3B2_75.wav,long_grammatical
223,HDR_long_grammatical/A1A3A2B2B3B1_284.wav,long_grammatical
224,HDR_long_grammatical/A3A2A1B1B2B3_349.wav,long_grammatical
225,HDR_long_grammatical/A1A3A2B2B3B1_275.wav,long_grammatical
226,HDR_long_grammatical/A3A1A2B2B1B3_139.wav,long_grammatical
227,HDR_long_grammatical/A3A2A1B1B2B3_360.wav,long_grammatical
228,HDR_long_grammatical/A1A3A2B2B3B1_319.wav,long_grammatical
229,HDR_long_grammatical/A2A1A3B3B1B2_192.wav,long_grammatical
230,HDR_long_grammatical/A1A2A3B3B2B1_63.wav,long_grammatical
231,HDR_long_grammatical/A1A2A3B3B2B1_30.wav,long_grammatical
232,HDR_long_grammatical/A1A2A3B3B2B1_23.wav,long_grammatical
233,HDR_long_grammatical/A3A1A2B2B1B3_182.wav,long_grammatical
234,HDR_long_replacement/A1A2A3B3B2B1_25.wav,long_replacement
235,HDR_long_grammatical/A2A3A1B1B3B2_96.wav,long_grammatical
236,HDR_long_grammatical/A3A1A2B2B1B3_142.wav,long_grammatical
237,HDR_long_grammatical/A3A2A1B1B2B3_378.wav,long_grammatical
238,HDR_long_grammatical/A2A3A1B1B3B2_97.wav,long_grammatical
239,HDR_long_concatenation/A2A3A1B1B3B2_48.wav,long_concatenation
240,HDR_long_concatenation/A1A2A3B3B2B1_20.wav,long_concatenation
